X longitude,Y Latitude,ID,Nama Objek,Alamat,Kontak,Type,Desa,Kecamatan,Kabupaten,Prov,Master_category
-7.81195000000,110.35115209700,3471010001,Romo Gembong,"JL. Sugeng Jeroni, No. 18, Pojok Beteng Kulon, Yogyakarta","274 371 919, 0896 7332 2226",Public Health Service,Gedongkiwo,Mantrijeron,Kota Yogyakarta,Daerah Istimewa Yogyakarta,Health
-7.81850816171,110.36180734600,3471010002,Apotik Pondok Krapyak,"JL. Di Panjaitan, No. 139, Yogyakarta, DI Yogyakarta",0274 387 501,Pharmacy,Suryodiningratan,Mantrijeron,Kota Yogyakarta,Daerah Istimewa Yogyakarta,Health
-7.82126000000,110.36384000000,3471010003,Salon Sahera,"JL Mangkuyudan, No. 21, Mantrijeron, Yogyakarta, DI Yogyakarta",0813 9557 1673,Salon & Spa,Mantrijeron,Mantrijeron,Kota Yogyakarta,Daerah Istimewa Yogyakarta,Health
-7.82499200000,110.36283400000,3471010003,SALON &amp; SPA Salon Gemini Salon,"JL Cuwiri Jogokaryan, Yogyakarta, DI Yogyakarta",0274 371 651,Salon & Spa,Mantrijeron,Mantrijeron,Kota Yogyakarta,Daerah Istimewa Yogyakarta,Health
-7.82148321610,110.36586344100,3471010003,Apotik Profesi 2,"JL. Mangkuyudan, Yogyakarta, DI Yogyakarta, 55143",0274 419 290,Pharmacy,Mantrijeron,Mantrijeron,Kota Yogyakarta,Daerah Istimewa Yogyakarta,Health
-7.81916747263,110.35546080800,3471010002,Yusanta Salon,"JL. Bantul, 80, Yogyakarta, DI Yogyakarta",0274 8222 321,Salon & Spa,Suryodiningratan,Mantrijeron,Kota Yogyakarta,Daerah Istimewa Yogyakarta,Health
-7.81937548369,110.36470276200,3471010003,Klinik Dr. Haryo Yudono,"Jl. Parangtritis, No. 92, Mantrijeron, Yogyakarta, DI Yogyakarta",0274 374 703,Clinic,Mantrijeron,Mantrijeron,Kota Yogyakarta,Daerah Istimewa Yogyakarta,Health
-7.81760000000,110.35715000000,3471010002,Apotik Aditya Farma,"JL Suryodiningratan, No. 60, Pugeran, Mantrijeron, Yogyakarta, DI Yogyakarta",0274 912 5036,Pharmacy,Suryodiningratan,Mantrijeron,Kota Yogyakarta,Daerah Istimewa Yogyakarta,Health
-7.81859000000,110.36222600000,3471010003,Balai Pengobatan Paru Paru - Yogyakarta,"JL. Prenggan No.1, Yogyakarta",62 274 374 722,Clinic,Mantrijeron,Mantrijeron,Kota Yogyakarta,Daerah Istimewa Yogyakarta,Health
-7.81867853450,110.35533206200,3471010001,Ummunaylashop.com,"JL. Bantul, Yogyakarta, DI Yogyakarta",0878 836 54211,Pharmacy,Gedongkiwo,Mantrijeron,Kota Yogyakarta,Daerah Istimewa Yogyakarta,Health
-7.81719000000,110.35619036900,3471010002,Joglo Premier,"JL. Bantul, No. 95, Gedong Kiwo, Mantrijeron, Yogyakarta, 55142",274 388 000,Public Health Service,Suryodiningratan,Mantrijeron,Kota Yogyakarta,Daerah Istimewa Yogyakarta,Health
-7.81847120000,110.36212410000,3471010003,Balai Pengobatan Penyakit Paru- Paru (BP4),"JL. D.I Panjaitan, No. 49, Yogyakarta, DI Yogyakarta",0274 376 941,Clinic,Mantrijeron,Mantrijeron,Kota Yogyakarta,Daerah Istimewa Yogyakarta,Health
-7.80846400000,110.35397400000,3471010001,PDGI Cabang Kulonprogo,"JL. S. Parman, No. 1, Wates Kulon Progo, Yogyakarta, DI Yogyakarta",0274 733 011,Clinic,Gedongkiwo,Mantrijeron,Kota Yogyakarta,Daerah Istimewa Yogyakarta,Health
-7.82414154681,110.36589503300,3471010003,Klinik Supranatural Alhikmah,"JL. Jogokaryan, No. 12 B, Yogyakarta, DI Yogyakarta",0274 418 854,Clinic,Mantrijeron,Mantrijeron,Kota Yogyakarta,Daerah Istimewa Yogyakarta,Health
-7.81859874919,110.36178077700,3471010002,Atiek Salon,"JL. D.I Panjaitan, No. 110, Yogyakarta, DI Yogyakarta",0812 1567 7739,Salon & Spa,Suryodiningratan,Mantrijeron,Kota Yogyakarta,Daerah Istimewa Yogyakarta,Health
-7.82158950633,110.36545574600,3471010003,Salon Sahera,"JL. Mangkuyudan, Yogyakarta, DI Yogyakarta",0813 9857 1673,Salon & Spa,Mantrijeron,Mantrijeron,Kota Yogyakarta,Daerah Istimewa Yogyakarta,Health
-7.81853000000,110.36200000000,3471010002,Balai Pengobatan Paru Pau,,,Clinic,Suryodiningratan,Mantrijeron,Kota Yogyakarta,Daerah Istimewa Yogyakarta,Health
-7.81881133110,110.36242450700,3471010003,Bidan Hana Pertiwi,"JL. D.I Panjaitan, No. 102, Yogyakarta, DI Yogyakarta",089 850 08 303,Clinic,Mantrijeron,Mantrijeron,Kota Yogyakarta,Daerah Istimewa Yogyakarta,Health
-7.81589000000,110.36813181200,3471010003,K-seng,"JL. Parangtritis, No. 3, Yogyakarta",", 0817 2844 449",Public Health Service,Mantrijeron,Mantrijeron,Kota Yogyakarta,Daerah Istimewa Yogyakarta,Health
-7.81885384747,110.36233867700,3471010003,Balai Pengobatan Paru- Paru (BP4),"JL. D.I Panjaitan, No. 4, Yogyakarta, DI Yogyakarta",0274 376 941,Clinic,Mantrijeron,Mantrijeron,Kota Yogyakarta,Daerah Istimewa Yogyakarta,Health
-7.81853300000,110.36227500000,3471010003,Cantika Salon &amp; Spa Muslimah Jogja,"JL DI. Panjaitan, No. 43, Yogyakarta, DI Yogyakarta",0274 661 5246,Salon & Spa,Mantrijeron,Mantrijeron,Kota Yogyakarta,Daerah Istimewa Yogyakarta,Health
-7.82019800000,110.36351300000,3471010003,Klinik RB Mangkuyudan,"JL Mangkuyudan MJ III, No. 304, Mantrijeron, Yogyakarta, DI Yogyakarta",0274 710 3752,Clinic,Mantrijeron,Mantrijeron,Kota Yogyakarta,Daerah Istimewa Yogyakarta,Health
-7.81799800000,110.36775100000,3471010003,Outlet Jamu Iboe - Yogyakarta,"Toko Obat Panji Husada, JL. Parangtritis, No. 80, Yogyakarta, DI Yogyakarta",0274 379 081,Pharmacy,Mantrijeron,Mantrijeron,Kota Yogyakarta,Daerah Istimewa Yogyakarta,Health
-7.80820792383,110.35338134200,3471010001,Wini Salon,"JL. Letnan Jenderal S Parman, 85, Yogyakarta, DI Yogyakarta",0274 376 549,Salon & Spa,Gedongkiwo,Mantrijeron,Kota Yogyakarta,Daerah Istimewa Yogyakarta,Health
-7.81527686813,110.35639618800,3471010002,Apotik Japisfi,"JL Bantul, Km. 5, Yogyakarta, DI Yogyakarta",0274 744 7738,Pharmacy,Suryodiningratan,Mantrijeron,Kota Yogyakarta,Daerah Istimewa Yogyakarta,Health
-7.81862000000,110.36231721900,3471010003,Dr. H. Soeharso Binatu,"JL. DI. Panjaitan, Yogyakarta",274 377 893,Clinic,Mantrijeron,Mantrijeron,Kota Yogyakarta,Daerah Istimewa Yogyakarta,Health
-7.81910300000,110.35545200000,3471010002,Embun Apotik,"JL. Bantul, Km 10, Yogyakarta, DI Yogyakarta",0274 7858 769,Pharmacy,Suryodiningratan,Mantrijeron,Kota Yogyakarta,Daerah Istimewa Yogyakarta,Health
-7.81820000000,110.36506572300,3471010003,RS THT Sari Asih,"JL. Tirtodipuran, yogyakarta",274 387 664,Hospital,Mantrijeron,Mantrijeron,Kota Yogyakarta,Daerah Istimewa Yogyakarta,Health
-7.81815991550,110.35589944900,3471010002,Arum Beauty Centre,"JL. Bantul KM. 8, Ndiro, Yogyakarta, DI Yogyakarta",0812 2798 717,Salon & Spa,Suryodiningratan,Mantrijeron,Kota Yogyakarta,Daerah Istimewa Yogyakarta,Health
-7.82372617319,110.36245472500,3471010003,Klinik dr. Nike,"JL. Jogokaryan, No. 74, Yogyakarta, DI Yogyakarta",0274 377 686,Clinic,Mantrijeron,Mantrijeron,Kota Yogyakarta,Daerah Istimewa Yogyakarta,Health
-7.82144200000,110.36772600000,3471010003,Praktek Dokter Dr. Heni Suryadi,"JL. Parangtritis, Km. 3,5, Yogyakarta, DI Yogyakarta",0274 374 154,Clinic,Mantrijeron,Mantrijeron,Kota Yogyakarta,Daerah Istimewa Yogyakarta,Health
-7.81988567913,110.36474567700,3471010003,CV. Iyang Sari,"JL Jogokaryan, No. 19 RT. 032 / RW. 09, Mantrijeron, Mantrijeron, Yogyakarta, DI Yogyakarta, 55143",0274 372 416,Pharmacy,Mantrijeron,Mantrijeron,Kota Yogyakarta,Daerah Istimewa Yogyakarta,Health
-7.82165328046,110.36666810400,3471010003,Autosond Center,"JL. Mangkuyudan, No. 54, Yogyakarta, DI Yogyakarta",0274 387 480,Salon & Spa,Mantrijeron,Mantrijeron,Kota Yogyakarta,Daerah Istimewa Yogyakarta,Health
-7.82436000000,110.36633491500,3471010003,Wie Sandra Shop,"JL. Jogokaryan, No.45, Yogyakarta",", 0812 2721 0399",Public Health Service,Mantrijeron,Mantrijeron,Kota Yogyakarta,Daerah Istimewa Yogyakarta,Health
-7.81757845934,110.35881075400,3471010002,Drentcar Yogyakarta,"JL Suryodiningratan, No. 16, Yogyakarta, DI Yogyakarta, 55141",0877 3886 3338,Clinic,Suryodiningratan,Mantrijeron,Kota Yogyakarta,Daerah Istimewa Yogyakarta,Health
-7.81844000000,110.36696796600,3471010003,Petrichor Tattoo Studio,"JL. Tirtodipuran, No. 15, Bantul, 55143",", 0856 4777 6200",Public Health Service,Mantrijeron,Mantrijeron,Kota Yogyakarta,Daerah Istimewa Yogyakarta,Health
-7.81340600000,110.35878000000,3471010002,Anugerah Fabric Store,"JL MT Haryono, No. 34-35, Yogyakarta, DI Yogyakarta",0878 3943 0220,Clinic,Suryodiningratan,Mantrijeron,Kota Yogyakarta,Daerah Istimewa Yogyakarta,Health
-7.82154807331,110.36762237500,3471010003,Herbamil Junior Ammanyta Online Shop,"JL. Parang Tritis, Yogyakarta, DI Yogyakarta",0856 2563 544,Pharmacy,Mantrijeron,Mantrijeron,Kota Yogyakarta,Daerah Istimewa Yogyakarta,Health
-7.81444759122,110.35622430700,3471010002,Kedhaton Aroma Theraphy &amp; Material Spa,"JL Bantul, Km. 7, Yogyakarta, DI Yogyakarta",0274 368 219,Salon & Spa,Suryodiningratan,Mantrijeron,Kota Yogyakarta,Daerah Istimewa Yogyakarta,Health
-7.81512809414,110.36605596500,3471010003,Toko Kosmetik Dan Kesehatan,"JL Mayjend Sutoyo, No.65, Mantrijeron, Yogyakarta, DI Yogyakarta",0878 2364 2014,Salon & Spa,Mantrijeron,Mantrijeron,Kota Yogyakarta,Daerah Istimewa Yogyakarta,Health
-7.82137800891,110.36753654500,3471010003,Klinik Epiderma,"JL Parangtritis, No. 126 B, Mantrijeron, Yogyakarta, DI Yogyakarta",0274 378 686,Salon & Spa,Mantrijeron,Mantrijeron,Kota Yogyakarta,Daerah Istimewa Yogyakarta,Health
-7.82192000000,110.36658000000,3471010003,Restorelax,"JL Mangkuyudan, No. 53, Mantrijeron, Yogyakarta, DI Yogyakarta",0274 377 765,Salon & Spa,Mantrijeron,Mantrijeron,Kota Yogyakarta,Daerah Istimewa Yogyakarta,Health
-7.82146277779,110.36740435400,3471010003,Kaki Kita Paris,"JL. Parang Tritis, No. 40, Yogyakarta, DI Yogyakarta",0274 6945 857,Salon & Spa,Mantrijeron,Mantrijeron,Kota Yogyakarta,Daerah Istimewa Yogyakarta,Health
-7.82383000000,110.36378510100,3471010003,Klinik Pengobatan Alternatif Mantrijeron,"JL. Jogokaryan, No. 12 B, Mantrijeron, Yogyakarta",274 787 7803,Clinic,Mantrijeron,Mantrijeron,Kota Yogyakarta,Daerah Istimewa Yogyakarta,Health
-7.81941000000,110.35571336700,3471010002,Abidel Saampiri Corp.,"JL. Bantul, Yogyakarta",", 0819 0330 1122",Public Health Service,Suryodiningratan,Mantrijeron,Kota Yogyakarta,Daerah Istimewa Yogyakarta,Health
-7.82100000000,110.36160000000,3471010002,Puskesmas Mantrijeron,Jl. DI. Panjaitan 82,,Public Health Service,Suryodiningratan,Mantrijeron,Kota Yogyakarta,Daerah Istimewa Yogyakarta,Health
-7.81850000000,110.36553000000,3471010003,Sari Kartika Spa,"JL Tirtodipuran, No. 49, Yogyakarta, DI Yogyakarta",027 441 1160,Salon & Spa,Mantrijeron,Mantrijeron,Kota Yogyakarta,Daerah Istimewa Yogyakarta,Health
-7.82148400000,110.36519400000,3471010003,Klinik Fisioterapi Murono,"JL. Mangkuyudan, Mantrijeron, No. 51, Yogyakarta, DI Yogyakarta",0274 411 421,Clinic,Mantrijeron,Mantrijeron,Kota Yogyakarta,Daerah Istimewa Yogyakarta,Health
-7.81881000000,110.36242450700,3471010003,Bidan Hana Pertiwi,"JL. D.I Panjaitan, No. 102, Yogyakarta",", 089 850 08 303",Clinic,Mantrijeron,Mantrijeron,Kota Yogyakarta,Daerah Istimewa Yogyakarta,Health
-7.81949000000,110.35591141900,3471010002,Kusni Sri Marwati AMd Keb. Bidan,"JL. Bantul, Yogyakarta",274 7474 835,Clinic,Suryodiningratan,Mantrijeron,Kota Yogyakarta,Daerah Istimewa Yogyakarta,Health
-7.81874755654,110.36238159200,3471010003,"Klinik dr Anisah , SpOG","JL Panjaitan, No. 96, Yogyakarta, DI Yogyakarta",0274 376 793,Clinic,Mantrijeron,Mantrijeron,Kota Yogyakarta,Daerah Istimewa Yogyakarta,Health
-7.81758989740,110.36780994700,3471010003,Family Dental Care (FDC),"JL. Parangtritis, No. 69 C, Yogyakarta, DI Yogyakarta",0274 372 107,Clinic,Mantrijeron,Mantrijeron,Kota Yogyakarta,Daerah Istimewa Yogyakarta,Health
-7.82396532488,110.36360271000,3471010003,Novell Pharm.,"JL. Jogokaryan, No. 27, Yogyakarta, DI Yogyakarta",0274 450 350,Pharmacy,Mantrijeron,Mantrijeron,Kota Yogyakarta,Daerah Istimewa Yogyakarta,Health
-7.82152100000,110.36472610000,3471010003,Bidan Yuliantisari AM Keb,"JL Mangkuyudan, No. 304, Yogyakarta, DI Yogyakarta",0274 710 3752,Clinic,Mantrijeron,Mantrijeron,Kota Yogyakarta,Daerah Istimewa Yogyakarta,Health
-7.81587557332,110.35943819200,3471010002,Klinik Dokter Yos Benito,"JL Pugeran Timur, No. 16, Kumendaman Mj II/ 374, Yogyakarta, DI Yogyakarta, 55141",0274 913 8011,Clinic,Suryodiningratan,Mantrijeron,Kota Yogyakarta,Daerah Istimewa Yogyakarta,Health
-7.82137800891,110.35500526400,3471010001,CV. Binasyifa,"JL. Bantul, No. 391, Bantul, DI Yogyakarta",0274 787 4687,Pharmacy,Gedongkiwo,Mantrijeron,Kota Yogyakarta,Daerah Istimewa Yogyakarta,Health
-7.81528000000,110.35565888700,3471010002,Rumah Bersalin Harapan Bunda,"JL. Bantul, No. 15 A, Bantul",274 372 815,Hospital,Suryodiningratan,Mantrijeron,Kota Yogyakarta,Daerah Istimewa Yogyakarta,Health
-7.81744000000,110.35809806200,3471010002,Terapi Cell,"JL. Suryodinigratan, Mantrijeron, Yogyakarta",", 0818 0430 3919",Clinic,Suryodiningratan,Mantrijeron,Kota Yogyakarta,Daerah Istimewa Yogyakarta,Health
-7.81337459539,110.35880156000,3471010002,Adinda Salon,"JL. Letnan Jenderal MT Haryono, No. 9, Yogyakarta, DI Yogyakarta",0274 327 999,Salon & Spa,Suryodiningratan,Mantrijeron,Kota Yogyakarta,Daerah Istimewa Yogyakarta,Health
-7.81840559259,110.35320144200,3471010001,Salindri Griya Busana,"JL Prapanca, Kp. Suryowijayan MJ I 449 RT 028/06, Yogyakarta, DI Yogyakarta, 55142",0274 372 222,Salon & Spa,Gedongkiwo,Mantrijeron,Kota Yogyakarta,Daerah Istimewa Yogyakarta,Health
-7.80817000000,110.35283000000,3471010001,Salon Anung,"JL S Parman, No. 46, Patangpuluhan, Wirobrajan, Yogyakarta, DI Yogyakarta",0815 688 6628,Salon & Spa,Gedongkiwo,Mantrijeron,Kota Yogyakarta,Daerah Istimewa Yogyakarta,Health
-7.81914962912,110.35588365100,3471010002,Rio Rita Salon,"JL Bantul, No. 46A RT 53 RW 11, Gedong Kiwo, Mantrijeron, Yogyakarta, DI Yogyakarta, 55142",0274 372 389,Salon & Spa,Suryodiningratan,Mantrijeron,Kota Yogyakarta,Daerah Istimewa Yogyakarta,Health
-7.81778710000,110.35884940000,3471010002,Wiwit Modelling Dan Salon,"JL Suryodiningratan, No. 49, Yogyakarta, DI Yogyakarta",0274 371 891,Salon & Spa,Suryodiningratan,Mantrijeron,Kota Yogyakarta,Daerah Istimewa Yogyakarta,Health
-7.81852900000,110.35615666100,3471010002,Apotek K - 24,"JL. Bantul Km 6, Nyemengan, Tirtonirmolo, Kasihan, Bantul, DI Yogyakarta",0274 6463 679,Pharmacy,Suryodiningratan,Mantrijeron,Kota Yogyakarta,Daerah Istimewa Yogyakarta,Health
-7.80828300000,110.35469400000,3471010001,Salon &amp; Spa Salon Wini Salon,"JL. Letnan Jenderal S Parman, 85, Wirobrajan, DI Yogyakarta",0274 376 549,Salon & Spa,Gedongkiwo,Mantrijeron,Kota Yogyakarta,Daerah Istimewa Yogyakarta,Health
-7.81925518749,110.36197833700,3471010003,Apotik Pelangi,"JL. Di Panjaitan, No. 83, Yogyakarta, DI Yogyakarta",0274 419 635,Pharmacy,Mantrijeron,Mantrijeron,Kota Yogyakarta,Daerah Istimewa Yogyakarta,Health
-7.81259000000,110.35290241200,3471010001,ATFG-8 (Alat Terapi Fisik Gondo),"JL. Sugeng Jeroni, No. 6, Gedong Kiwo, Mantrijeron, Yogyakarta, 55142","274 381 553, 0274 857 0099",Clinic,Gedongkiwo,Mantrijeron,Kota Yogyakarta,Daerah Istimewa Yogyakarta,Health
-7.82152100000,110.36472610000,3471010003,Apotik Wipa,"JL Mantrijeron, No. 30, Yogyakarta, DI Yogyakarta",0274 375 297,Pharmacy,Mantrijeron,Mantrijeron,Kota Yogyakarta,Daerah Istimewa Yogyakarta,Health
-7.81948634501,110.35591141900,3471010002,Kusni Sri Marwati AMd Keb. Bidan,"JL. Bantul, Yogyakarta, DI Yogyakarta",0274 7474 835,Clinic,Suryodiningratan,Mantrijeron,Kota Yogyakarta,Daerah Istimewa Yogyakarta,Health
-7.82163439895,110.35545576400,3471010002,Toko Habbats,"JL. Bantul, Sewon, Yogyakarta, DI Yogyakarta",0813 2828 0816,Pharmacy,Suryodiningratan,Mantrijeron,Kota Yogyakarta,Daerah Istimewa Yogyakarta,Health
-7.81731200000,110.36211200000,3471010002,Puskesmas Mantri Jeron Kota Yogyakarta,"JL. Panjaitan, No. 82, Yogyakarta, DI Yogyakarta",0274 388 679,Public Health Service,Suryodiningratan,Mantrijeron,Kota Yogyakarta,Daerah Istimewa Yogyakarta,Health
-7.81828065973,110.36425033200,3471010003,Klinik Sari Asih,"JL. Tirtodipuran, No. 38, Yogyakarta, DI Yogyakarta",0274 387 664,Clinic,Mantrijeron,Mantrijeron,Kota Yogyakarta,Daerah Istimewa Yogyakarta,Health
-7.81855440000,110.35322290000,3471010001,Toko Herbal Tanti,"Dukuh, MJ 1/1384 RT 72 Rw. 15, Gedungkiwo, Mantrijeron, Yogyakarta, DI Yogyakarta, 55142",0813 2802 6931,Pharmacy,Gedongkiwo,Mantrijeron,Kota Yogyakarta,Daerah Istimewa Yogyakarta,Health
-7.82389623663,110.36412842300,3471010003,Suhardi Darmaatmadja. Sp.PD,"JL. Jogokaryan, No. 59, Yogyakarta, DI Yogyakarta",0274 374 493,Clinic,Mantrijeron,Mantrijeron,Kota Yogyakarta,Daerah Istimewa Yogyakarta,Health
-7.81895500000,110.36221100000,3471010003,Klinik Khitanan Paramedika Yogyakarta,"JL. DI Panjaitan, No. 66, Mantrijeron, Yogyakarta, DI Yogyakarta, 55141",0821 3601 8755,Clinic,Mantrijeron,Mantrijeron,Kota Yogyakarta,Daerah Istimewa Yogyakarta,Health
-7.81937935992,110.35536622000,3471010002,UD. Juragan Jamu,"JL. Bantul Km. 9, Yogyakarta, DI Yogyakarta",0878 3877 8700,Pharmacy,Suryodiningratan,Mantrijeron,Kota Yogyakarta,Daerah Istimewa Yogyakarta,Health
-7.81055800000,110.35407100000,3471010001,Harry Muhammad,"JL. Suryowijayan MJ I, No. 461, Yogyakarta, DI Yogyakarta",0878 3826 5849,Pharmacy,Gedongkiwo,Mantrijeron,Kota Yogyakarta,Daerah Istimewa Yogyakarta,Health
-7.81490000000,110.36261000000,3471010002,Salon Lia,"JL Panjaitan, No. 15 Rw. 1, Ngadinegaran Mantrijeron, Yogyakarta, DI Yogyakarta",0857 2918 6662,Salon & Spa,Suryodiningratan,Mantrijeron,Kota Yogyakarta,Daerah Istimewa Yogyakarta,Health
-7.81451200000,110.36534700000,3471010003,Drg. Ny. Budi Iriani D.,"JL. Mayjend Sutoyo, MJ 3/922, Danunegaran, Yogyakarta, DI Yogyakarta",0274 744 3377,Clinic,Mantrijeron,Mantrijeron,Kota Yogyakarta,Daerah Istimewa Yogyakarta,Health
-7.82049000000,110.36313645800,3471010003,Sapariyah Bidan,"JL. Mangkuyudan MJ III, No. 324, Yogyakarta",274 376 802,Clinic,Mantrijeron,Mantrijeron,Kota Yogyakarta,Daerah Istimewa Yogyakarta,Health
-7.81519000000,110.36181676200,3471010002,Upik Susilastuti,"JL. Kumendaman, No. 2/515, RT. 25 RW. 07, Mantrijeron, Yogyakarta",", 0812 2756 7000",Public Health Service,Suryodiningratan,Mantrijeron,Kota Yogyakarta,Daerah Istimewa Yogyakarta,Health
-7.82062894177,110.35531530400,3471010002,Embun Apotek,"JL. Bantul km 10, Yogyakarta, DI Yogyakarta",0274 785 8769,Pharmacy,Suryodiningratan,Mantrijeron,Kota Yogyakarta,Daerah Istimewa Yogyakarta,Health
-7.81233000000,110.35281500000,3471010001,ATFG-8 Cabang Yogyakarta II,"Jl. Sugeng Jeroni, No. 6, Gedong Kiwo, Mantrijeron, Yogyakarta, 55142",274-381553,Public Health Service,Gedongkiwo,Mantrijeron,Kota Yogyakarta,Daerah Istimewa Yogyakarta,Health
-7.81842868359,110.36197389600,3471010002,Klinik BKM Ali Maksum,"JL. D. I Panjaiatan, No. 139, Yogyakarta, DI Yogyakarta",0274 387 501,Clinic,Suryodiningratan,Mantrijeron,Kota Yogyakarta,Daerah Istimewa Yogyakarta,Health
-7.81826399955,110.35563246900,3471010002,Rumah Bersalin Harapan Bunda,"JL. Bantul, No. 15A, Yogyakarta, DI Yogyakarta",0274 372 815,Clinic,Suryodiningratan,Mantrijeron,Kota Yogyakarta,Daerah Istimewa Yogyakarta,Health
-7.82387497870,110.36387093100,3471010003,Erylya Salon,"JL. Jogokaryan, 51, Yogyakarta, DI Yogyakarta",0274 419 890,Salon & Spa,Mantrijeron,Mantrijeron,Kota Yogyakarta,Daerah Istimewa Yogyakarta,Health
-7.81873823716,110.35366550000,3471010001,"dr. Silas Henry Ismanto, Sp., Kj.","JL Suryowijayan, MJ I No. 550, Gedongkiwo, Mantrijeron, Yogyakarta, Daerah Istimewa Yogyakarta, 55142",0274 418 658,Clinic,Gedongkiwo,Mantrijeron,Kota Yogyakarta,Daerah Istimewa Yogyakarta,Health
-7.82295040000,110.35840550000,3471010002,"Erni Kumala Dewi, A.Md. Keb.","JL Minggiran, No. 6, Suryodiningratan, Mantrijeron, Yogyakarta, Daerah Istimewa Yogyakarta, 55141",0274 419 227,Clinic,Suryodiningratan,Mantrijeron,Kota Yogyakarta,Daerah Istimewa Yogyakarta,Health
-7.82148840000,110.36475030000,3471010003,Yuliati,"JL Mangkuyudan, No. 40, Mantrijeron, Yogyakarta, 55143",0274 389 772,Salon & Spa,Mantrijeron,Mantrijeron,Kota Yogyakarta,Daerah Istimewa Yogyakarta,Health
-7.81809410000,110.36160500000,3471010002,Prof Dr dr H Soewadi MPH Sp Kj,"JL Suryodiningratan, No.17, Suryodiningratan, Mantrijeron, Yogyakarta, 55141",0274 374 911,Clinic,Suryodiningratan,Mantrijeron,Kota Yogyakarta,Daerah Istimewa Yogyakarta,Health
-7.81464313723,110.36275852500,3471010003,Salon Hoky,"JL D.I Panjaitan, No. 3, Yogyakarta, DI Yogyakarta",0819 0405 2323,Salon & Spa,Mantrijeron,Mantrijeron,Kota Yogyakarta,Daerah Istimewa Yogyakarta,Health
-7.82361242372,110.36118809100,3471010002,Toko Aneka Jamu Gingseng,"JL D.I Panjaitan, No. 126, Yogyakarta, DI Yogyakarta",0853 2888 2880,Pharmacy,Suryodiningratan,Mantrijeron,Kota Yogyakarta,Daerah Istimewa Yogyakarta,Health
-7.81536000000,110.35549474600,3471010002,Rumah Bersalin Agnes,"JL. Bantul, No. 89, Bantul",274 382 253,Hospital,Suryodiningratan,Mantrijeron,Kota Yogyakarta,Daerah Istimewa Yogyakarta,Health
-7.82224000000,110.36504566100,3471010003,Tabib Saifullah,"Dukuh MJ. 1, No. 1628 RT 82/18, Gedung Kiwo, Mantri Jeron, Yogyakarta","274 854 814 8, 0877 3117 6646",Public Health Service,Mantrijeron,Mantrijeron,Kota Yogyakarta,Daerah Istimewa Yogyakarta,Health
-7.81777000000,110.35237950400,3471010001,Pipin Heriyani Bidan,"JL. Prapanca, No. 57, Suryodiningratan, Mantrijeron, Yogyakarta, 55141",274 374 055,Clinic,Gedongkiwo,Mantrijeron,Kota Yogyakarta,Daerah Istimewa Yogyakarta,Health
-7.81333607591,110.35725094400,3471010002,Medi Farma Apotik,"JL MT Haryono, No. 65, Yogyakarta, DI Yogyakarta",0274 374 153,Pharmacy,Suryodiningratan,Mantrijeron,Kota Yogyakarta,Daerah Istimewa Yogyakarta,Health
